-276481    293.2    13549.8    1149.8    -10363    17989.9    -1870.4    -18842.3    3163.5    4486.5    -1613.5    4605    -6330    10817.8    364.9    -15915    -1347.6    -1051.8    646.2    -10097.3    -1699.5    1920.5    6684    -9249.3    8578.6    4530.2    3994.3    -714.1    18169.9    -4086.4    -3227.3    -5940.2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
30144.2    297.2    13553.1    1146.6    -10376.6    18011.9    -1874.6    -18856.1    3156.1    4489.7    -1610.7    4615.5    -6329.1    10823.3    364.1    -15927.8    -1341.8    -1051.3    643.3    -10093.2    -1702.8    1923.8    6689.6    -9279.6    8586.9    4538.7    4002.5    -714.6    18171.3    -4103.2    -3213.2    -5941.2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
332684    298.6    13544.8    1160.3    -10378.8    18025    -1865.2    -18857.7    3157.2    4490.4    -1613    4617.5    -6343.4    10829.5    371.3    -15933.6    -1340.4    -1056.7    644.7    -10091.5    -1691.9    1925.4    6690.3    -9268.7    8581.3    4533.6    3989.2    -715.8    18189.1    -4112.4    -3227.2    -5945.3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
588348    306.7    13559.8    1149.6    -10382.3    18008.6    -1870    -18852.2    3164.4    4481.1    -1602.4    4616.4    -6341.6    10823.3    369.9    -15918.9    -1342.2    -1054.4    650.1    -10103.7    -1689.9    1919.9    6674.5    -9274.7    8582.7    4529.1    3995.8    -731.2    18198.2    -4116.7    -3238.6    -5947.6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
761179    312.5    13563.3    1156    -10406    18008    -1866.6    -18856.5    3175.8    4500.5    -1608.5    4600.5    -6339.9    10829.1    364    -15922.6    -1339.6    -1047.3    648    -10097.7    -1697.2    1921.5    6694.1    -9264.1    8583.9    4534    4005    -713.8    18190.6    -4104.5    -3225.4    -5954.6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
827548    308.1    13562.6    1150.7    -10400.6    18001.7    -1880.3    -18857.8    3167.6    4484.9    -1596.9    4613.9    -6342.3    10834    373.4    -15914    -1342    -1040.4    635.4    -10080.2    -1696.1    1916.4    6690.9    -9262.6    8574.4    4526.7    3996.6    -711.7    18186    -4093    -3218.8    -5953.4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
779152    296.3    13554.5    1163.5    -10396    18003.7    -1868.6    -18846.5    3160.9    4491    -1612    4609.6    -6338.2    10825.5    370.7    -15913.7    -1342.5    -1057.6    634.6    -10089.1    -1686.7    1931.9    6703.1    -9272.5    8566.5    4532    3987.7    -707.4    18182.6    -4091.1    -3236    -5928.9    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
622015    309.1    13557.1    1166.8    -10416    18009.6    -1859.4    -18856.1    3167.2    4488.6    -1601.8    4617.1    -6346.9    10822.4    355.1    -15911    -1331.6    -1059.2    644.9    -10093.7    -1700.5    1929.1    6700.6    -9256.4    8596.2    4551    3999.4    -713.6    18190.6    -4102.5    -3223.5    -5933.5    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
377557    306.5    13562.1    1165.3    -10409.1    18011.6    -1856    -18861.3    3157.8    4477.6    -1607.7    4614    -6345.7    10831.7    369.3    -15910.9    -1342.6    -1063.4    656.5    -10081.3    -1706.7    1938.7    6704.6    -9273.2    8576.6    4535.2    3997.5    -730.4    18190    -4097.5    -3216    -5936.4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
80186.2    303.9    13566.2    1159.8    -10423.9    18024.6    -1856.3    -18849.7    3153.5    4485.8    -1608.3    4610.4    -6351.8    10827.3    380.7    -15919.2    -1333.4    -1066.4    644.5    -10089.9    -1708.6    1926    6686.2    -9280.7    8561.3    4529.5    3999.4    -724.6    18193.7    -4099.6    -3226.7    -5942.5    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
-228545    311.4    13561.6    1153.2    -10405.1    18007    -1876.9    -18860.6    3172    4487.6    -1600.7    4602.6    -6340.9    10831.4    367.4    -15926.3    -1346.9    -1062.9    646.4    -10088.3    -1696.8    1917.4    6697.1    -9252.7    8571.4    4532.1    3989.8    -720.9    18185    -4082.5    -3238.1    -5938.9    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
-505082    301.4    13556.9    1154.5    -10414.4    17992.3    -1884.1    -18849.5    3170.1    4486.2    -1615.1    4613.3    -6340    10827.5    371    -15916.9    -1339.1    -1065.7    656    -10109.6    -1718.7    1932.3    6685.3    -9255.3    8579.9    4533    3997.3    -723.6    18175.1    -4092.9    -3230.5    -5938.6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
-709888    317.4    13553.5    1151.3    -10413.9    18000.4    -1880.7    -18866.8    3170.7    4479.3    -1600.8    4608    -6340.9    10821.3    359.8    -15921.9    -1353.7    -1062    640.2    -10098.1    -1690.1    1908    6696.9    -9277.2    8586.2    4541.5    3988.9    -723.2    18179.8    -4097.1    -3223.5    -5942.7    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
-813987    318.3    13567    1159.5    -10399.1    18004.1    -1876.9    -18863.1    3158.3    4494.2    -1610.3    4593.5    -6334.3    10831.4    358.1    -15919.4    -1350.9    -1061.8    643.7    -10092.8    -1698.3    1929.1    6683.1    -9270.5    8572.1    4537.5    3977.3    -720.5    18198.9    -4095.6    -3221.9    -5956.4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
-804094    313.7    13559.7    1150    -10397.8    18003.5    -1864.6    -18865.5    3165.4    4494    -1607.5    4613.5    -6347.2    10839.7    369.1    -15907.7    -1347.4    -1072    652.7    -10106.5    -1709.2    1923.5    6696.1    -9275.8    8568.8    4534.9    3998.6    -723.4    18190.1    -4092.3    -3240.6    -5946.4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
-681226    309.6    13565.9    1167.1    -10392.1    17993    -1872.9    -18858.8    3173.1    4491.7    -1612.2    4611.1    -6339.8    10835.4    349.2    -15912.5    -1344.4    -1048.8    638.6    -10097.2    -1698.4    1920.7    6684.7    -9254.4    8575.8    4526.8    3982.4    -716.5    18185.4    -4098.7    -3229    -5937.4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
-461378    308.6    13552.7    1152.8    -10373.9    17981.5    -1868.1    -18844.9    3156.9    4490.5    -1609.6    4604.2    -6333.3    10829.5    355.4    -15915.9    -1347.8    -1060.9    644.1    -10084.9    -1703.1    1920.1    6688.9    -9267.7    8572.7    4537.3    3983.5    -711.9    18169.9    -4098.2    -3235.7    -5937.6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
-176250    313.6    13564.7    1149.2    -10379.3    17992.5    -1874.9    -18845.2    3161.5    4497    -1610.1    4617.3    -6345.6    10822.5    369.4    -15909.3    -1344.9    -1060.9    641.4    -10093    -1702.3    1906    6676.4    -9268.9    8564    4535.4    3987    -711.1    18182.5    -4095.6    -3226.1    -5945.7    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
133725    319.5    13557    1167.3    -10385.5    18008.6    -1882.5    -18864    3161.2    4484.7    -1615.3    4619.8    -6338.7    10832.3    367.3    -15923    -1342.1    -1059.4    646.5    -10101.9    -1693.2    1911.3    6687.2    -9262    8570.9    4528.1    4000.7    -705    18184.6    -4094.8    -3226.7    -5947.9    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
425132    316    13562.9    1155.9    -10393.2    18011    -1879.5    -18858.6    3180.6    4496.9    -1604.9    4603.3    -6337.7    10832.5    372    -15914.9    -1343.7    -1047.4    636.8    -10098    -1701.9    1928.6    6684.2    -9278.4    8565.2    4541.7    3985.3    -712.2    18181.2    -4106.4    -3238.5    -5941.5    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
656704    314.9    13551.9    1153.6    -10389.2    18003.7    -1885.3    -18851.2    3169.3    4476.5    -1599.9    4614.1    -6353.6    10823.9    360.6    -15914.8    -1347.1    -1048.3    634.8    -10098.8    -1683    1915.7    6712.1    -9264.6    8573.6    4535.7    4001.2    -724    18191.6    -4109.8    -3231.1    -5944.7    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
795900    310.3    13567.7    1148.5    -10391.5    17990.5    -1873.7    -18856.3    3166.3    4489.3    -1601.2    4610.4    -6348.5    10817.5    369.8    -15899.5    -1359.4    -1050.6    637    -10091.4    -1693.7    1910.3    6677.6    -9278.6    8572.4    4540.9    3980.2    -728.7    18192.1    -4104.4    -3221.8    -5937.7    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
824178    314.8    13556.9    1150.4    -10390    18000.2    -1859.3    -18855.9    3161.7    4498.8    -1614.5    4610.1    -6347.4    10821.7    378.2    -15912.3    -1332.2    -1069.7    634.6    -10093.5    -1702.6    1923.6    6684.5    -9281.1    8573.4    4530.5    3991    -713    18181    -4098.8    -3238.8    -5942.8    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
738031    313.2    13553.8    1149.4    -10408.1    18010    -1858.5    -18864.3    3171    4494.7    -1601.8    4622.3    -6332.7    10833.2    369.9    -15910.1    -1345.1    -1070.4    636.9    -10106.5    -1698.8    1907.3    6684.9    -9274.1    8579.5    4533.9    4000.1    -716.9    18191.4    -4098.2    -3233.7    -5943.3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
548673    325.4    13549.6    1152.2    -10423.4    18003.6    -1872.2    -18854.9    3167.1    4479.6    -1620.5    4599.8    -6331.4    10839.3    365.8    -15907.4    -1334.1    -1053.2    634.4    -10092    -1699.8    1915.2    6696.8    -9259.1    8589.6    4537.5    3997.3    -711.2    18185.1    -4082.4    -3223.3    -5937.3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
282304    304.2    13554.4    1160.4    -10413.4    18008.9    -1886    -18858    3163.1    4481.2    -1618.7    4612.8    -6349.2    10835.6    366.8    -15918.5    -1348.3    -1051.4    639    -10110.8    -1698    1925.1    6697.2    -9262.8    8575.8    4528    4009.2    -712.8    18200.4    -4096.2    -3218.5    -5946.7    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
-23784.1    318    13551.1    1162.2    -10417.7    18013.9    -1864.8    -18854.3    3158.9    4481.2    -1616.7    4610.8    -6347.5    10830.6    350.5    -15907    -1328.7    -1069.6    635.9    -10106.5    -1720.2    1925.5    6693.4    -9273.6    8579.7    4534.7    3997.6    -712.1    18188.3    -4113.5    -3224.5    -5946.9    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
-326672    313.6    13558.8    1166.1    -10402.7    18011.9    -1879.5    -18857.1    3170.8    4483.4    -1604.1    4602.3    -6344.1    10835.8    358.6    -15915.1    -1348.1    -1048.7    652.5    -10092.9    -1696    1922.6    6690.2    -9267.7    8580.6    4526.8    3995.9    -713.4    18184.4    -4110.1    -3234.3    -5943.6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
-583579    307.4    13543.6    1176.1    -10396.4    18008.1    -1881    -18851.3    3176.3    4497.3    -1600.1    4612    -6337.8    10841.7    353.6    -15911.7    -1326.9    -1044.8    650.7    -10098.9    -1698.9    1922.7    6690.9    -9256.7    8579.7    4532.9    3996.5    -719.4    18188.9    -4095.5    -3236.2    -5935    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
-757354    320.2    13560.1    1162.3    -10407.6    18010.7    -1867.4    -18860.2    3171.7    4483.8    -1606.5    4616.7    -6344.6    10830.9    365    -15908.8    -1335.8    -1048.2    651.2    -10092.6    -1709.8    1917.1    6691.3    -9275.5    8580.5    4530.8    3992.9    -718.9    18182.4    -4101.5    -3226.5    -5940.8    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
-824276    310    13552.9    1173.8    -10400.6    17999.8    -1855.1    -18865.5    3163.5    4496.9    -1612.2    4612    -6339.6    10835.4    360.2    -15909.9    -1343.5    -1046.4    652.3    -10103.1    -1689.7    1918.5    6687.4    -9260.5    8585.3    4546.4    4017    -717.7    18200.4    -4094.9    -3235.1    -5945.4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
-775866    304.5    13552.3    1165    -10394    18007.2    -1856.1    -18863.7    3171.6    4496.7    -1602.8    4614.7    -6352.1    10831.6    374.5    -15924.8    -1340.5    -1048.8    656.4    -10110.7    -1712.5    1928.2    6686.9    -9275.4    8578.7    4549.8    4004.3    -707.3    18204.3    -4103.1    -3227.4    -5939.8    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
-617910    307.5    13518.3    1151.2    -10377.1    18009    -1853.5    -18854.8    3158.3    4478.9    -1614.5    4595.3    -6337.1    10843.9    369.5    -15904.2    -1351.3    -1045.9    669    -10092    -1703    1925.1    6685.4    -9261.5    8582.5    4533.8    4000    -718.4    18180.6    -4099.9    -3231.1    -5930.6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
-372021    303.7    13536.6    1155.4    -10363.1    17988.4    -1857.9    -18839.7    3162.9    4487.5    -1610.5    4601.9    -6341.2    10815.6    365    -15893.3    -1351.1    -1049.1    653.8    -10093.4    -1706.1    1926.2    6680.1    -9264.5    8568.2    4532.8    4006.9    -708.7    18187    -4113.6    -3213.6    -5935.5    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
-73675.5    289.4    13535.2    1159.5    -10379.2    17996.1    -1857.3    -18854    3162.5    4483.4    -1607.5    4604.9    -6341.6    10839.2    351.6    -15911.6    -1338.3    -1065.4    642    -10087.3    -1703.4    1917.6    6682.2    -9263.8    8566.9    4526.9    4004.4    -712    18188.6    -4097.4    -3219.4    -5930.4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
235074    309.3    13545.3    1141.4    -10374.9    18016.4    -1852.1    -18862.3    3165    4495.4    -1608.4    4614.8    -6338.7    10847.1    357.1    -15918.4    -1339.3    -1057    665.4    -10096.3    -1699.9    1932.9    6678.4    -9276.2    8574.7    4528    4002.2    -703.7    18187.3    -4102.5    -3222.5    -5941.8    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
510806    302.9    13550    1162.8    -10378.3    18005.2    -1851.5    -18870.5    3171.9    4494.4    -1614    4606.7    -6339.9    10836.8    361.4    -15919.1    -1344.2    -1067.6    658    -10097.7    -1696.7    1915.5    6690.2    -9265    8558    4543.6    4009.3    -708.6    18189.8    -4103.6    -3233.1    -5946.2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
